"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"19298","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/192034","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","01-Dec-2025","JAGJIT SINGH SO NACHHATAR SINGH","Payment Success","92650"
"19299","Tamil Nadu","Construction of community centers and community halls","WS/MP743/2025-2026/142801","CHENGALPATTU(District Collector Chengalpattu_IDA)","Ganesan Selvam","KANCHEEPURAM(SC)","03-Aug-2026","ELLAPPAN","Payment Success","413867"
"19300","Tamil Nadu","Construction of community centers and community halls","WS/MP743/2025-2026/142801","CHENGALPATTU(District Collector Chengalpattu_IDA)","Ganesan Selvam","KANCHEEPURAM(SC)","29-Nov-2025","ELLAPPAN","Payment Success","596837"
"19301","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP005/2025-2026/230188","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","06-Dec-2025","GRAM PANCHAYAT ANTROLI","Payment Success","100000"
"19302","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP005/2025-2026/230190","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","17-Dec-2025","GRAM PANCHAYAT ANTROLI","Payment Success","100000"
"19303","Haryana","Construction of common work sheds/ common covered sitting area","WS/MP18064/2025-2026/159728","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","NAVEEN JINDAL","KURUKSHETRA","08-Dec-2025","THE RAHAN COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED","Payment Success","248490"
"19304","Haryana","Construction of common work sheds/ common covered sitting area","WS/MP18064/2025-2026/159729","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","NAVEEN JINDAL","KURUKSHETRA","11-Dec-2025","THE RAHAN COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED","Payment Success","194951"
"19305","Haryana","Construction of common work sheds/ common covered sitting area","WS/MP18064/2025-2026/159726","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","NAVEEN JINDAL","KURUKSHETRA","08-Dec-2025","THE RAHAN COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED","Payment Success","205036"
"19306","Haryana","Construction of common work sheds/ common covered sitting area","WS/MP18064/2025-2026/159726","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","NAVEEN JINDAL","KURUKSHETRA","06-Aug-2026","THE RAHAN COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED","Payment Success","36906"
"19307","Haryana","Construction of common work sheds/ common covered sitting area","WS/MP18064/2025-2026/159728","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","NAVEEN JINDAL","KURUKSHETRA","06-Aug-2026","THE RAHAN COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED","Payment Success","44728"
"19308","Haryana","Construction of common work sheds/ common covered sitting area","WS/MP18064/2025-2026/159729","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","NAVEEN JINDAL","KURUKSHETRA","06-Aug-2026","THE RAHAN COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED","Payment Success","35090"
"19309","Gujarat","Construction of building for artificial insemination and breeding centers","WS/MP18321/2025-2026/182752","ARVALLI(DISTRICT COLLECTOR ARVALLI_IDA)","SHOBHANABEN MAHENDRASINH BARAIYA","SABARKANTHA","05-Dec-2025","SAKHVANIYA GROUP PANCHAYAT","Payment Success","300000"
"19310","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18321/2025-2026/246254","ARVALLI(DISTRICT COLLECTOR ARVALLI_IDA)","SHOBHANABEN MAHENDRASINH BARAIYA","SABARKANTHA","17-Apr-2026","SAKHVANIYA GROUP PANCHAYAT","Payment Success","500000"
"19311","Haryana","Construction of shelters for animals","WS/MP18067/2025-2026/178881","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jan-2026","SHREE HANUMAN BRICKS","Payment Success","36040"
"19312","Haryana","Construction of shelters for animals","WS/MP18067/2025-2026/178881","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jan-2026","SHREE HANUMAN BRICKS","Payment Success","39644"
"19313","Haryana","Construction of shelters for animals","WS/MP18067/2025-2026/178881","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jan-2026","SHREE HANUMAN BRICKS","Payment Success","39644"
"19314","Haryana","Construction of shelters for animals","WS/MP18067/2025-2026/178881","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jan-2026","SHREE HANUMAN BRICKS","Payment Success","39644"
"19315","Haryana","Construction of shelters for animals","WS/MP18067/2025-2026/178881","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jan-2026","SHREE HANUMAN BRICKS","Payment Success","39644"
"19316","Haryana","Construction of shelters for animals","WS/MP18067/2025-2026/178881","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jan-2026","SHREE HANUMAN BRICKS","Payment Success","36040"
"19317","Haryana","Construction of shelters for animals","WS/MP18067/2025-2026/178881","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jan-2026","SHREE HANUMAN BRICKS","Payment Success","36040"
"19318","Haryana","Construction of shelters for animals","WS/MP18067/2025-2026/178881","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jan-2026","SHREE HANUMAN BRICKS","Payment Success","36040"
"19319","Haryana","Construction of shelters for animals","WS/MP18067/2025-2026/178881","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jan-2026","SHREE HANUMAN BRICKS","Payment Success","36040"
"19320","Haryana","Construction of shelters for animals","WS/MP18067/2025-2026/178881","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jan-2026","SHREE HANUMAN BRICKS","Payment Success","36040"
"19321","Haryana","Construction of shelters for animals","WS/MP18067/2025-2026/178881","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI","SONEPAT","12-Jan-2026","SHREE HANUMAN BRICKS","Payment Success","35650"
"19322","Delhi","Construction of public toilets and bathrooms","WS/MP18397/2025-2026/163826","SOUTH(COMMISSIONER SOUTH)","Bansuri Swaraj","NEW DELHI","11-Dec-2025","PREET AND COMPANY","Payment Success","760500"
"19323","Punjab","Construction of stadiums","WS/MP716/2025-2026/210101","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","16-Jun-2026","GANESH IRON STORE","Payment Success","33424"
"19324","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP716/2025-2026/196002","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","24-Dec-2025","GANESH IRON STORE","Payment Success","47786"
"19325","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP716/2025-2026/196002","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","24-Dec-2025","GANESH IRON STORE","Payment Success","40340"
"19326","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP716/2025-2026/250843","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","15-Mar-2026","GANESH IRON STORE","Payment Success","31584"
"19327","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP716/2025-2026/250843","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","15-Mar-2026","GANESH IRON STORE","Payment Success","28483"
"19328","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP716/2025-2026/196002","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","11-Aug-2026","GANESH IRON STORE","Payment Success","88776"
"19329","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18083/2025-2026/211380","DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA)","CAPTAIN BRIJESH CHOWTA","DAKSHINA KANNADA","03-Dec-2025","SHREYAS M D","Payment Success","299795"
"19330","Assam","Construction of community centers and community halls","WS/MP18029/2025-2026/164860","SONITPUR(Deputy Commissioner Sonitpur, Tezpur)","RANJIT DUTTA","Sonitpur","06-Dec-2025","Pradip Borah","Payment Success","206745"
"19331","Assam","Construction of community centers and community halls","WS/MP18029/2025-2026/164860","SONITPUR(Deputy Commissioner Sonitpur, Tezpur)","RANJIT DUTTA","Sonitpur","16-Jul-2026","Pradip Borah","Payment Success","293244"
"19332","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18345/2025-2026/195918","KANNAUJ(DISTRICT MAGISTRATE KANNAUJ_IDA)","AKHILESH YADAV","KANNAUJ","02-Dec-2025","Bablu Traders","Payment Success","300000"
"19333","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18345/2025-2026/195918","KANNAUJ(DISTRICT MAGISTRATE KANNAUJ_IDA)","AKHILESH YADAV","KANNAUJ","02-Dec-2025","S N Brick Field","Payment Success","300000"
"19334","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18064/2025-2026/186131","KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA)","NAVEEN JINDAL","KURUKSHETRA","08-Dec-2025","THE BHAGAT SINGH CO OP L AND C SOCIETY LTD","Payment Success","499080"
"19335","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP812/2025-2026/206119","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Vijay Kumar Dubey","KUSHI NAGAR","01-Apr-2026","KUSHINAGAR CONSTRUCTION COMPANY","Payment Success","175709"
"19336","Meghalaya","Installing tube-wells and borewells","WS/MP18309/2025-2026/208910","SOUTH GARO HILLS(DEPUTY COMMISSIONER BAGHMARA_IDA)","SALENG A SANGMA","TURA","26-Feb-2026","SENGMITHA M SANGMA","Payment Success","150000"
"19337","Meghalaya","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18309/2025-2026/208909","SOUTH GARO HILLS(DEPUTY COMMISSIONER BAGHMARA_IDA)","SALENG A SANGMA","TURA","08-Jan-2026","WILLING D SHIRA","Payment Success","200000"
"19338","Meghalaya","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18309/2025-2026/208909","SOUTH GARO HILLS(DEPUTY COMMISSIONER BAGHMARA_IDA)","SALENG A SANGMA","TURA","31-Mar-2026","WILLING D SHIRA","Payment Success","200000"
"19339","Gujarat","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18276/2025-2026/184957","CHHOTAUDEPUR(DISTRICT COLLECTOR CHHOTA UDEPUR_IDA)","JASHUBHAI BHILUBHAI RATHVA","CHHOTA UDAIPUR(ST)","04-Feb-2026","CHHODVANI JUTH GRAM PANCHYAT","Payment Success","200000"
"19340","Gujarat","Construction of buildings for community cultural activities","WS/MP18276/2025-2026/184955","CHHOTAUDEPUR(DISTRICT COLLECTOR CHHOTA UDEPUR_IDA)","JASHUBHAI BHILUBHAI RATHVA","CHHOTA UDAIPUR(ST)","01-Apr-2026","CHHODVANI JUTH GRAM PANCHYAT","Payment Success","500000"
"19341","Gujarat","Installing tube-wells and borewells","WS/MP18276/2025-2026/184952","CHHOTAUDEPUR(DISTRICT COLLECTOR CHHOTA UDEPUR_IDA)","JASHUBHAI BHILUBHAI RATHVA","CHHOTA UDAIPUR(ST)","26-Nov-2025","CHHODVANI JUTH GRAM PANCHYAT","Payment Success","125000"
"19342","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP18372/2025-2026/216829","Kotputli-Behror(DISTRICT COLLECTOR Kotputli Behror_IDA)","Rao Rajendra Singh","JAIPUR RURAL","30-Jan-2026","J P CONSTRUCTION COMPANY","Payment Success","245550"
"19343","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP18372/2025-2026/216829","Kotputli-Behror(DISTRICT COLLECTOR Kotputli Behror_IDA)","Rao Rajendra Singh","JAIPUR RURAL","27-Nov-2025","J P CONSTRUCTION COMPANY","Payment Success","745675"
"19344","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18326/2025-2026/241228","SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA","SURENDRANAGAR","26-Nov-2025","PRAVINBHAI MAKVANA","Payment Success","138000"
"19345","Andhra Pradesh","Construction of night shelters for homeless","WS/MP18014/2025-2026/240928","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","PRABHAKAR REDDY VEMIREDDY","NELLORE(SC)","23-Feb-2026","THAMMI VENKATA RAMANAIAH","Payment Success","399951"
"19346","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209154","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","22-Jan-2026","RAM KALAN LOHA BHANDAR","Payment Success","74775"
"19347","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209158","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","22-Jan-2026","RAM KALAN LOHA BHANDAR","Payment Success","74775"
"19348","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209159","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","30-Dec-2025","RAM KALAN LOHA BHANDAR","Payment Success","74775"
"19349","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209153","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","09-Feb-2026","RAM KALAN LOHA BHANDAR","Payment Success","74775"
"19350","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209152","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","09-Feb-2026","RAM KALAN LOHA BHANDAR","Payment Success","74775"
"19351","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209159","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","27-Jul-2026","RAM KALAN LOHA BHANDAR","Payment Success","30000"
"19352","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209159","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","27-Jul-2026","BALVIR SINGH","Payment Success","23190"
"19353","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209158","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","18-Mar-2026","BALVIR SINGH","Payment Success","23190"
"19354","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209158","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","14-Aug-2026","BALVIR SINGH","Payment Success","64196"
"19355","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209159","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","18-Mar-2026","BALVIR SINGH","Payment Success","23190"
"19356","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209159","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","30-Dec-2025","BALVIR SINGH","Payment Success","46380"
"19357","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209158","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","22-Jan-2026","BALVIR SINGH","Payment Success","46380"
"19358","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18053/2025-2026/161846","Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA)","DINESHBHAI MAKWANA","AHMEDABAD WEST(SC)","30-Jun-2026","AHMEDABAD MUNICIPAL CORPORATION","Payment Success","122452"
"19359","Odisha","Construction of community centers and community halls","WS/MP18141/2025-2026/243336","Anugola(DISTRICT COLLECTORANGUL_IDA)","RUDRA NARAYAN PANY","DHENKANAL","20-Aug-2026","NIBEDITA PRADHAN","Payment Success","408000"
"19360","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP380/2025-2026/209166","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","09-Jan-2026","harpreet kaur","Payment Success","60294"
"19361","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP380/2025-2026/209166","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","03-Mar-2026","harpreet kaur","Payment Success","119042"
"19362","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18393/2025-2026/186214","SIDDIPET(District Collector Siddipet_IDA)","MADHAVANENI RAGHUNANDAN RAO","MEDAK","03-Feb-2026","Stellar Infra","Payment Success","997532"
"19363","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18393/2025-2026/186215","SIDDIPET(District Collector Siddipet_IDA)","MADHAVANENI RAGHUNANDAN RAO","MEDAK","08-Jan-2026","Stellar Infra","Payment Success","996567"
"19364","Karnataka","Construction of community centers and community halls","WS/MP18082/2025-2026/178898","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","GOVIND MAKTHAPPA KARJOL","CHITRADURGA(SC)","07-Jan-2026","H RAMANJANAPPA","Payment Success","499365"
"19365","Meghalaya","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18137/2025-2026/161418","WEST JAINTIA HILLS(DEPUTY COMMISSIONER WEST JAINTIA HILLS JOWAI_IDA)","ANDREW J. SYNGKON","SHILLONG","02-Dec-2025","MS Ka Kur Le Kyllung Jowai","Payment Success","375000"
"19366","Meghalaya","Construction of community centers and community halls","WS/MP18137/2025-2026/162011","RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA)","ANDREW J. SYNGKON","SHILLONG","22-Apr-2026","CHOSTER THANGKHIEW","Payment Success","150000"
"19367","Meghalaya","Construction of community centers and community halls","WS/MP18137/2025-2026/162011","RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA)","ANDREW J. SYNGKON","SHILLONG","28-Nov-2025","CHOSTER THANGKHIEW","Payment Success","150000"
"19368","Madhya Pradesh","Construction of culverts and bridges","WS/MP360/2025-2026/230198","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Anil Firojiya","UJJAIN(SC)","17-Apr-2026","Gp Khedhachitawliya","Payment Success","200000"
"19369","Madhya Pradesh","Construction of culverts and bridges","WS/MP360/2025-2026/230198","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Anil Firojiya","UJJAIN(SC)","27-Nov-2025","Gp Khedhachitawliya","Payment Success","300000"
"19370","Meghalaya","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP18137/2025-2026/162019","RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA)","ANDREW J. SYNGKON","SHILLONG","28-Nov-2025","DONBOK SYNGKLI","Payment Success","200000"
